id;d1;d2;cluster
C1A1D1s95;0.19865;0.2862;0
C1A1D1s96;0.19529;0.29966;0
C1A1D1s97;0.19529;0.31313;0
C1A1D1s98;0.20202;0.30303;0
C1A1D1s99;0.39057;0.21886;0
C1A1D1s100;0.38047;0.22222;0
C1A1D1s101;0.39731;0.26263000000000003;0
C1A1D1s102;0.38721;0.24579;0
C1A1D1s103;0.34007;0.21549;0
C1A1D1s104;0.36364;0.22896;0
C1A1D1s105;0.40067;0.27609;0
C1A1D1s106;0.40067;0.2963;0
C1A1D1s107;0.42088;0.33333;0
C1A1D1s108;0.4276100000000001;0.32323;0
C1A2D2s109;0.29293;0.2963;1
C1A2D2s110;0.28283;0.2862;1
C1A2D2s111;0.2862;0.27609;1
C1A2D2s112;0.2862;0.26599;1
C1A2D2s113;0.29966;0.25926;1
C1A2D2s114;0.31313;0.25926;1
C1A2D2s115;0.3266;0.27273000000000003;1
C1A2D2s116;0.3266;0.2963;1
C1A2D2s117;0.31313;0.3064;1
C1A2D2s118;0.30303;0.3064;1
C1A2D2s119;0.30303;0.29293;1
C1A2D2s120;0.29293;0.28956;1
C1A2D2s121;0.30303;0.27609;1
C1A2D2s122;0.3165;0.28283;1
C1A2D2s123;0.30976;0.28283;1
C1A2D2s124;0.3165;0.29293;1
C1A2D2s125;0.2963;0.27609;1
C1A2D2s126;0.30976;0.26599;1
C1A2D2s127;0.31987;0.27273000000000003;1
C1A2D2s128;0.32997;0.28956;1
C1A2D2s129;0.33333;0.27946;1
C1A2D2s130;0.29966;0.26599;1
C1A2D2s131;0.31987;0.26263000000000003;1
C1A2D2s132;0.32997;0.26599;1
C1A2D3s133;0.2862;0.33333;2
C1A2D3s134;0.2963;0.32997;2
C1A2D3s135;0.31313;0.3266;2
C1A2D3s136;0.32997;0.33333;2
C1A2D3s137;0.3367;0.36364;2
C1A2D3s138;0.31987;0.38047;2
C1A2D3s139;0.29966;0.38047;2
C1A2D3s140;0.2862;0.3670000000000001;2
C1A2D3s141;0.2862;0.34343;2
C1A2D3s142;0.2963;0.3367;2
C1A2D3s143;0.30976;0.3367;2
C1A2D3s144;0.3165;0.3367;2
C1A2D3s145;0.31987;0.3468;2
C1A2D3s146;0.29966;0.35354;2
C1A2D3s147;0.30303;0.3670000000000001;2
C1A2D3s148;0.30976;0.36027;2
C1A2D3s149;0.31987;0.36364;2
C1A2D3s150;0.30976;0.37374;2
C1A2D3s151;0.3266;0.37374;2
C1A2D3s152;0.3367;0.35017;2
C1A2D3s153;0.3064;0.3468;2
C1A2D3s154;0.29293;0.36364;2
C1A2D3s155;0.28283;0.3569;2
C1A2D3s156;0.32997;0.3569;2
C1A2D3s157;0.32997;0.34007;2
C1A2D3s158;0.32323;0.32997;2
C1A2D3s159;0.3064;0.32997;2
C1A2D4s160;0.30976;0.40067;3
C1A2D4s161;0.31987;0.40067;3
C1A2D4s162;0.33333;0.40741;3
C1A2D4s163;0.29966;0.40404;3
C1A2D4s164;0.2862;0.41414;3
C1A2D4s165;0.27609;0.43771;3
C1A2D4s166;0.27946;0.46128;3
C1A2D4s167;0.29966;0.46465;3
C1A2D4s168;0.31987;0.46465;3
C1A2D4s169;0.3367;0.45791;3
C1A2D4s170;0.3367;0.4276100000000001;3
C1A2D4s171;0.32323;0.42088;3
C1A2D4s172;0.30976;0.42088;3
C1A2D4s173;0.2963;0.4276100000000001;3
C1A2D4s174;0.2862;0.44444;3
C1A2D4s175;0.29966;0.45118;3
C1A2D4s176;0.30976;0.44444;3
C1A2D4s177;0.30976;0.43098;3
C1A2D4s178;0.3064;0.42424;3
C1A2D4s179;0.2963;0.41414;3
C1A2D4s180;0.2862;0.43434;3
C1A2D4s181;0.2963;0.44108;3
C1A2D4s182;0.30303;0.43771;3
C1A2D4s183;0.31313;0.41077;3
C1A2D4s184;0.32997;0.41414;3
C1A2D4s185;0.33333;0.4276100000000001;3
C1A2D4s186;0.31987;0.44108;3
C1A2D4s187;0.29966;0.41414;3
C1A2D4s188;0.2963;0.40404;3
C1A2D4s189;0.2862;0.40404;3
C1A2D4s190;0.28283;0.41414;3
C1A2D4s191;0.2862;0.4276100000000001;3
C1A2D4s192;0.29293;0.42088;3
C1A2D4s193;0.27273000000000003;0.43098;3
C1A2D4s194;0.27273000000000003;0.41414;3
C1A2D4s195;0.29293;0.41414;3
C1A2D4s196;0.32323;0.40741;3
C1A2D4s197;0.27946;0.42088;3
C1A2D4s198;0.2963;0.39731;3
C1A2D4s199;0.3064;0.39731;3
C1A2D4s200;0.33333;0.4175100000000001;3
C1A2D4s201;0.33333;0.44444;3
C1A2D4s202;0.3266;0.43434;3
C1A2D4s203;0.32323;0.45118;3
C1A2D4s204;0.30303;0.45791;3
C1A2D4s205;0.2862;0.45791;3
C1A2D4s206;0.27946;0.45118;3
C1A2D4s207;0.27273000000000003;0.44781;3
C1A2D4s208;0.28956;0.46801;3
C1A2D4s209;0.31313;0.45118;3
C1A2D4s210;0.30976;0.46465;3
C1A2D4s211;0.31987;0.46465;3
C1A2D4s212;0.3266;0.46128;3
C1A2D4s213;0.34007;0.44444;3
C1A2D4s214;0.3064;0.41077;3
C1A2D4s215;0.32323;0.41414;3
C1A2D4s216;0.3165;0.42424;3
C1A2D4s217;0.31987;0.43434;3
C1A2D4s218;0.3367;0.43771;3
C1A2D4s219;0.32997;0.45118;3
C1A2D4s220;0.31313;0.45791;3
C1A2D4s221;0.29293;0.45455;3
C1A2D4s222;0.2963;0.45791;3
C1A2D4s223;0.2963;0.42088;3
C1A2D4s224;0.3165;0.4175100000000001;3
C1A2D4s225;0.31987;0.43434;3
C1A2D4s226;0.31313;0.43771;3
C1A2D4s227;0.30303;0.44444;3
C1A2D4s228;0.29293;0.44108;3
C1A2D4s229;0.29293;0.43434;3
C1A2D4s230;0.31987;0.40741;3
C1A2D4s231;0.30976;0.40741;3
C1A2D4s232;0.27946;0.43098;3
C2A3D5s233;0.39394;0.62626;4
C2A3D5s234;0.40067;0.61953;4
C2A3D5s235;0.40741;0.61279;4
C2A3D5s236;0.4175100000000001;0.60269;4
C2A3D5s237;0.4276100000000001;0.59259;4
C2A3D5s238;0.43771;0.57912;4
C2A3D5s239;0.39394;0.61953;4
C2A3D5s240;0.40067;0.61279;4
C2A3D5s241;0.40741;0.60606;4
C2A3D5s242;0.41414;0.59933;4
C2A3D5s243;0.4175100000000001;0.59259;4
C2A3D5s244;0.42088;0.58586;4
C2A3D5s245;0.4276100000000001;0.57912;4
C2A3D5s246;0.43434;0.58923;4
C2A3D5s247;0.43098;0.59933;4
C2A3D5s248;0.42424;0.60943;4
C2A3D5s249;0.41077;0.61953;4
C2A3D5s250;0.40404;0.62963;4
C2A3D5s251;0.39394;0.61279;4
C2A3D5s252;0.40067;0.60269;4
C2A3D5s253;0.42088;0.61279;4
C2A3D5s254;0.40741;0.59596;4
C2A3D5s255;0.4175100000000001;0.60943;4
C2A3D5s256;0.43434;0.57576;4
C2A3D5s257;0.44108;0.58586;4
C2A3D5s258;0.43098;0.58249;4
C2A3D5s259;0.38384;0.633;4
C2A3D5s260;0.39057;0.63973;4
C2A3D5s261;0.38721;0.62963;4
C2A3D5s262;0.39731;0.633;4
C2A3D5s263;0.38384;0.64646;4
C2A3D5s264;0.38384;0.6229;4
C2A3D6s265;0.37374;0.71044;5
C2A3D6s266;0.38047;0.70707;5
C2A3D6s267;0.39057;0.69697;5
C2A3D6s268;0.39731;0.68687;5
C2A3D6s269;0.40741;0.67677;5
C2A3D6s270;0.4175100000000001;0.66667;5
C2A3D6s271;0.42424;0.65993;5
C2A3D6s272;0.43771;0.64983;5
C2A3D6s273;0.44444;0.6431;5
C2A3D6s274;0.45455;0.6229;5
C2A3D6s275;0.46801;0.60269;5
C2A3D6s276;0.48485;0.58586;5
C2A3D6s277;0.49832;0.57239;5
C2A3D6s278;0.47811;0.59596;5
C2A3D6s279;0.46128;0.60943;5
C2A3D6s280;0.44444;0.633;5
C2A3D6s281;0.43098;0.64646;5
C2A3D6s282;0.41077;0.6633;5
C2A3D6s283;0.40067;0.6734;5
C2A3D6s284;0.39057;0.68687;5
C2A3D6s285;0.38047;0.69697;5
C2A3D6s286;0.37037;0.7037;5
C2A3D6s287;0.39057;0.71044;5
C2A3D6s288;0.40067;0.70707;5
C2A3D6s289;0.40404;0.69697;5
C2A3D6s290;0.41077;0.69024;5
C2A3D6s291;0.4175100000000001;0.68687;5
C2A3D6s292;0.42424;0.67677;5
C2A3D6s293;0.43434;0.67003;5
C2A3D6s294;0.43771;0.65993;5
C2A3D6s295;0.45118;0.6532;5
C2A3D6s296;0.45791;0.6431;5
C2A3D6s297;0.46128;0.62963;5
C2A3D6s298;0.47138;0.61616;5
C2A3D6s299;0.48148;0.61279;5
C2A3D6s300;0.47811;0.60606;5
C2A3D6s301;0.48822;0.60269;5
C2A3D6s302;0.49158;0.59259;5
C2A3D6s303;0.50168;0.57912;5
C2A3D6s304;0.49495;0.58249;5
C2A3D6s305;0.45791;0.61953;5
C2A3D6s306;0.47138;0.6229;5
C2A3D6s307;0.42424;0.6532;5
C2A3D6s308;0.45455;0.633;5
C2A3D6s309;0.46465;0.63636;5
C2A3D6s310;0.39731;0.68013;5
C2A3D6s311;0.41077;0.6835;5
C2A3D6s312;0.41414;0.6734;5
C2A3D6s313;0.42424;0.67003;5
C2A3D7s314;0.43771;0.70707;6
C2A3D7s315;0.44781;0.70034;6
C2A3D7s316;0.46128;0.6936;6
C2A3D7s317;0.46801;0.6835;6
C2A3D7s318;0.47811;0.6734;6
C2A3D7s319;0.48148;0.6633;6
C2A3D7s320;0.49158;0.6532;6
C2A3D7s321;0.47811;0.6734;6
C2A3D7s322;0.44444;0.71717;6
C2A3D7s323;0.45791;0.71044;6
C2A3D7s324;0.46465;0.69697;6
C2A3D7s325;0.47475;0.6936;6
C2A3D7s326;0.48148;0.68013;6
C2A3D7s327;0.49158;0.6734;6
C2A3D7s328;0.50168;0.6633;6
C2A3D7s329;0.49495;0.66667;6
C2A3D7s330;0.45455;0.70707;6
C2A3D7s331;0.44781;0.71044;6
C2A3D7s332;0.45455;0.7037;6
C2A3D7s333;0.45455;0.69697;6
C2A3D7s334;0.46801;0.7037;6
C2A3D7s335;0.50168;0.65657;6
C2A3D7s336;0.49158;0.65657;6
C2A3D7s337;0.50168;0.6532;6
C2A3D7s338;0.50168;0.64646;6
C2A3D7s339;0.51178;0.64983;6
C2A3D7s340;0.51178;0.63973;6
C2A3D7s341;0.50168;0.63636;6
C2A3D7s342;0.51178;0.633;6
C2A3D7s343;0.47138;0.67677;6
C2A3D7s344;0.47475;0.69024;6
C2A3D7s345;0.48148;0.6835;6
C2A3D7s346;0.46465;0.69024;6
C2A4D8s347;0.53535;0.72727;7
C2A4D8s348;0.54209;0.74074;7
C2A4D8s349;0.55219;0.75084;7
C2A4D8s350;0.56902;0.77104;7
C2A4D8s351;0.58923;0.78788;7
C2A4D8s352;0.59933;0.80471;7
C2A4D8s353;0.61953;0.8249200000000001;7
C2A4D8s354;0.54209;0.73064;7
C2A4D8s355;0.55219;0.74747;7
C2A4D8s356;0.55892;0.75084;7
C2A4D8s357;0.55892;0.76431;7
C2A4D8s358;0.57239;0.76431;7
C2A4D8s359;0.57239;0.78451;7
C2A4D8s360;0.58249;0.77778;7
C2A4D8s361;0.58249;0.79461;7
C2A4D8s362;0.59259;0.78788;7
C2A4D8s363;0.58923;0.80135;7
C2A4D8s364;0.60606;0.79461;7
C2A4D8s365;0.61953;0.80808;7
C2A4D8s366;0.60606;0.81145;7
C2A4D8s367;0.61279;0.82155;7
C2A4D8s368;0.57239;0.75421;7
C2A4D8s369;0.56566;0.76094;7
C2A4D8s370;0.55219;0.73737;7
C2A4D8s371;0.56229;0.74411;7
C2A4D8s372;0.633;0.81818;7
C2A4D8s373;0.633;0.83165;7
C2A4D8s374;0.62963;0.81818;7
C2A4D8s375;0.61953;0.81818;7
C2A4D8s376;0.61279;0.80135;7
C2A4D8s377;0.633;0.81145;7
C2A4D8s378;0.58249;0.78788;7
C2A4D8s379;0.55556;0.75758;7
C2A4D8s380;0.58249;0.76431;7
C2A4D8s381;0.58586;0.77104;7
C2A4D8s382;0.59259;0.78114;7
C2A4D8s383;0.59596;0.79798;7
C2A4D8s384;0.60606;0.80471;7
C2A4D8s385;0.61616;0.81481;7
C2A4D8s386;0.60269;0.78788;7
C2A4D9s387;0.53535;0.79125;8
C2A4D9s388;0.53872;0.80135;8
C2A4D9s389;0.55219;0.80808;8
C2A4D9s390;0.54209;0.79798;8
C2A4D9s391;0.55892;0.80135;8
C2A4D9s392;0.56902;0.81818;8
C2A4D9s393;0.58586;0.83165;8
C2A4D9s394;0.57576;0.81818;8
C2A4D9s395;0.57576;0.8350200000000001;8
C2A4D9s396;0.58249;0.8484799999999999;8
C2A4D9s397;0.55892;0.83165;8
C2A4D9s398;0.54545;0.80808;8
C2A4D9s399;0.55892;0.81481;8
C2A4D9s400;0.55892;0.8249200000000001;8
C2A4D9s401;0.56566;0.83165;8
C2A4D9s402;0.56902;0.8383799999999999;8
C2A4D9s403;0.58586;0.8451200000000001;8
C2A4D9s404;0.58923;0.8451200000000001;8
C2A4D9s405;0.56229;0.82155;8
C2A4D9s406;0.55219;0.82155;8
C2A4D9s407;0.54209;0.78788;8
C2A4D9s408;0.54545;0.79798;8
C2A4D9s409;0.55556;0.80471;8
C2A4D9s410;0.56902;0.83165;8
C2A4D9s411;0.57239;0.8282799999999999;8
C2A4D9s412;0.57912;0.8282799999999999;8
C2A4D9s413;0.56902;0.82155;8
C2A4D9s414;0.56566;0.8249200000000001;8
C2A4D10s415;0.58249;0.73401;9
C2A4D10s416;0.59596;0.75084;9
C2A4D10s417;0.61616;0.76431;9
C2A4D10s418;0.62963;0.79125;9
C2A4D10s419;0.61953;0.77778;9
C2A4D10s420;0.61279;0.77104;9
C2A4D10s421;0.60269;0.75758;9
C2A4D10s422;0.59933;0.74074;9
C2A4D10s423;0.61616;0.75084;9
C2A4D10s424;0.6229;0.76768;9
C2A4D10s425;0.62963;0.78788;9
C2A4D10s426;0.61953;0.77104;9
C2A4D10s427;0.60943;0.75758;9
C2A4D10s428;0.60943;0.74747;9
C2A4D10s429;0.59259;0.74747;9
C2A4D10s430;0.58249;0.74411;9
C2A4D10s431;0.60269;0.75758;9
C2A4D10s432;0.6229;0.77778;9
C2A4D10s433;0.62963;0.78114;9
C2A4D10s434;0.62626;0.76431;9
C2A4D10s435;0.60943;0.75421;9
C2A4D10s436;0.58923;0.73737;9
C2A4D10s437;0.62963;0.77441;9
C2A4D10s438;0.60606;0.75084;9
C2A5D11s439;0.57912;0.67003;10
C2A5D11s440;0.58586;0.65993;10
C2A5D11s441;0.58923;0.6633;10
C2A5D11s442;0.59259;0.65993;10
C2A5D11s443;0.59259;0.64646;10
C2A5D11s444;0.59259;0.633;10
C2A5D11s445;0.59259;0.61279;10
C2A5D11s446;0.58923;0.59933;10
C2A5D11s447;0.58923;0.60943;10
C2A5D11s448;0.58249;0.6229;10
C2A5D11s449;0.58249;0.63636;10
C2A5D11s450;0.58249;0.64983;10
C2A5D11s451;0.58249;0.65993;10
C2A5D11s452;0.58923;0.63973;10
C2A5D11s453;0.58923;0.60943;10
C2A5D11s454;0.59259;0.59933;10
C2A5D11s455;0.59259;0.61279;10
C2A5D11s456;0.59259;0.6229;10
C2A5D11s457;0.58586;0.6431;10
C2A5D11s458;0.58249;0.64646;10
C2A5D11s459;0.58923;0.58923;10
C2A5D11s460;0.58249;0.57912;10
C2A5D11s461;0.57912;0.59596;10
C2A5D11s462;0.57912;0.60606;10
C2A5D11s463;0.57912;0.6229;10
C2A5D11s464;0.57912;0.64983;10
C2A5D11s465;0.58586;0.58586;10
C2A5D11s466;0.58586;0.61279;10
C2A5D11s467;0.57239;0.62963;10
C2A5D11s468;0.58249;0.62626;10
C2A5D11s469;0.57239;0.60606;10
C2A5D11s470;0.57576;0.61279;10
C2A5D12s471;0.61279;0.70707;11
C2A5D12s472;0.61279;0.68013;11
C2A5D12s473;0.61279;0.65657;11
C2A5D12s474;0.61279;0.63973;11
C2A5D12s475;0.61279;0.61616;11
C2A5D12s476;0.61279;0.59596;11
C2A5D12s477;0.61279;0.56902;11
C2A5D12s478;0.61279;0.53535;11
C2A5D12s479;0.61279;0.55556;11
C2A5D12s480;0.61616;0.56902;11
C2A5D12s481;0.61616;0.58586;11
C2A5D12s482;0.61616;0.60269;11
C2A5D12s483;0.61616;0.61953;11
C2A5D12s484;0.61616;0.63636;11
C2A5D12s485;0.61616;0.6532;11
C2A5D12s486;0.61616;0.67003;11
C2A5D12s487;0.61616;0.6936;11
C2A5D12s488;0.61953;0.71044;11
C2A5D12s489;0.61953;0.69024;11
C2A5D12s490;0.62626;0.67677;11
C2A5D12s491;0.62626;0.6633;11
C2A5D12s492;0.62963;0.64983;11
C2A5D12s493;0.62963;0.63636;11
C2A5D12s494;0.6229;0.6431;11
C2A5D12s495;0.62626;0.633;11
C2A5D12s496;0.6229;0.61953;11
C2A5D12s497;0.61279;0.62963;11
C2A5D12s498;0.62626;0.62963;11
C2A5D12s499;0.633;0.62626;11
C2A5D12s500;0.633;0.61953;11
C2A5D12s501;0.62626;0.61279;11
C2A5D12s502;0.62626;0.59596;11
C2A5D12s503;0.62963;0.60269;11
C2A5D12s504;0.63636;0.61279;11
C2A5D12s505;0.62963;0.58586;11
C2A5D12s506;0.62626;0.57576;11
C2A5D12s507;0.62626;0.56229;11
C2A5D12s508;0.62626;0.55556;11
C2A5D12s509;0.62626;0.53872;11
C2A5D12s510;0.61953;0.54545;11
C2A5D12s511;0.62963;0.54545;11
C2A5D12s512;0.6229;0.53199;11
C2A5D12s513;0.6229;0.52189;11
C2A5D12s514;0.62963;0.52189;11
C2A5D12s515;0.633;0.55556;11
C2A5D12s516;0.633;0.56902;11
C2A5D12s517;0.633;0.59933;11
C2A5D12s518;0.62963;0.60606;11
C2A5D12s519;0.61953;0.633;11
C2A5D12s520;0.61953;0.70034;11
C2A5D12s521;0.61953;0.68687;11
C2A5D12s522;0.62626;0.6734;11
C2A5D12s523;0.62626;0.68687;11
C2A5D12s524;0.62626;0.70034;11
C2A5D12s525;0.62626;0.6532;11
C2A5D12s526;0.6229;0.60943;11
C2A5D12s527;0.61616;0.59596;11
C2A5D12s528;0.61616;0.58586;11
C2A5D12s529;0.61279;0.57912;11
C2A5D12s530;0.61616;0.54545;11
C2A5D12s531;0.61616;0.56566;11
C2A5D12s532;0.61953;0.52862;11
C2A5D12s533;0.633;0.52862;11
C2A5D12s534;0.62626;0.71044;11
C2A5D12s535;0.62626;0.6936;11
C2A5D12s536;0.633;0.71044;11
C2A5D12s537;0.633;0.70034;11
C2A5D12s538;0.633;0.67677;11
C2A5D12s539;0.63636;0.69024;11
C2A5D12s540;0.63636;0.69697;11
C2A5D12s541;0.633;0.66667;11
C2A5D13s542;0.64983;0.6633;12
C2A5D13s543;0.64983;0.6532;12
C2A5D13s544;0.64983;0.633;12
C2A5D13s545;0.64983;0.61279;12
C2A5D13s546;0.64983;0.59596;12
C2A5D13s547;0.64983;0.57239;12
C2A5D13s548;0.64983;0.58586;12
C2A5D13s549;0.64983;0.60606;12
C2A5D13s550;0.64983;0.61953;12
C2A5D13s551;0.6532;0.64646;12
C2A5D13s552;0.65657;0.67003;12
C2A5D13s553;0.65657;0.64983;12
C2A5D13s554;0.65657;0.62963;12
C2A5D13s555;0.6633;0.63973;12
C2A5D13s556;0.65993;0.6532;12
C2A5D13s557;0.65993;0.65657;12
C2A5D13s558;0.65657;0.61953;12
C2A5D13s559;0.65993;0.633;12
C2A5D13s560;0.65993;0.61279;12
C2A5D13s561;0.65993;0.59596;12
C2A5D13s562;0.65993;0.58586;12
C2A5D13s563;0.65657;0.57576;12
C2A5D13s564;0.6633;0.60269;12
C2A5D13s565;0.6633;0.61279;12
C2A5D13s566;0.6633;0.62626;12
C2A5D13s567;0.64646;0.62963;12
C2A5D13s568;0.64983;0.64646;12
C2A5D13s569;0.66667;0.58923;12
C2A5D13s570;0.6532;0.55892;12
C2A5D13s571;0.65993;0.56566;12
C2A5D13s572;0.66667;0.57576;12
C2A5D13s573;0.67677;0.58923;12
C2A5D13s574;0.67003;0.59596;12
C2A5D13s575;0.67003;0.60943;12
C2A5D13s576;0.67003;0.6229;12
C2A5D13s577;0.6633;0.633;12
C2A5D13s578;0.6633;0.67003;12
C2A5D13s579;0.66667;0.65657;12
C2A5D13s580;0.67003;0.64983;12
C2A5D13s581;0.67677;0.64646;12
C2A5D13s582;0.67677;0.62963;12
C2A5D13s583;0.67677;0.6229;12
C2A5D13s584;0.67677;0.61279;12
C2A5D13s585;0.67677;0.60606;12
C2A5D13s586;0.6835;0.6229;12
C2A5D13s587;0.67677;0.63636;12
C2A5D13s588;0.67003;0.63973;12
